"","ID","mvn1","mvn2","mvn3","mvn4","mvn5","group","dv","age","gender","wealth","alcohol","healthprobs","career","family","support","predictor1","predictor2","predictor3","predictor4","predictor5","criterion","trial1","trial2","trial3","trial4"
"22",22,115000,6000,1948,11.5866867203716,96.8063365431734,1,5.77365245894471,54.7690698345402,2,88.1079393949109,9999,35.622049587495,16.8338505902896,60.0275473622761,43.6970276443532,3.07485143000715,30.3224402447009,25.0484040937271,69.8577254749519,24.0869794716948,9.27439851916679,51.122228333762,57.4676459192895,57.0740398894706,53.9404855167188
"23",23,98000,1477,1970,13.1046576971528,99.2681935135937,1,6.8438316591116,46.7208448838451,1,84.961946377466,91.1982301951694,26.2377998674252,12.6142352087061,NA,999,4.43878748585034,20.3472923993019,19.0226606094198,58.0601658602383,31.9537869646662,7.99437856367492,50.4525141260649,49.8282344479634,53.2210432443822,70.9751762385405
"24",24,265979,11700,1880,9.34011827416712,8.34057858428426,1,5.30905332414061,43.495788847631,2,-99,70.9890772526971,18.8889897945478,11.8316245724187,NA,35.5171687751274,4.66692832018178,15.6939038985264,20.9849193472004,52.1103637220093,32.4031170679663,8.72299040107407,47.055212277292,41.4573372699816,51.5718175306235,92.489052003678
"25",25,105500,1680,1971,8.88718084605955,5.25598514303847,1,5.52925626330865,42.6422672074506,2,84.9790035115496,111.358446675003,37.8577077640359,13.3888330805192,61.7545304823358,40.6313504623133,2.56448974238899,26.0850836344713,21.080521483989,65.010549594408,21.792369267918,10.1370646321235,49.6863802173275,56.9641809093042,79.6452088782248,69.5936471961903
"26",26,168165,13204,2006,12.1776631384347,25.2245169011183,1,3.49510375768716,42.3256336878914,2,71.3476710182842,101.137341803081,32.7644561617156,16.1827125381356,NA,999,5.22662696172121,30.2039202282368,35.0002080702831,88.983070974269,24.5956513878609,15.8819816790609,53.413761016981,52.3578261082823,54.3379159627037,77.574173639796
"27",27,201000,8925,2007,11.3746044378179,56.5221375617631,1,6.90661468630028,51.4052846201608,2,-9,9999,47.0422736514384,16.902920312381,NA,999,4.60452147136901,13.5492379583622,18.8126503569509,43.1827301115686,27.9832504557594,9.70357929291843,52.0558110064288,61.6450917234405,45.2243648190788,74.0562167759637
"28",28,177500,2117,2000,12.8055772871772,91.9924231257114,1,2.89867748238566,41.7551439298663,1,-99,105.991281366912,NA,-999,45.200434133912,999,2.9102887817452,21.2905875096494,27.4064618228672,60.5703299457788,34.7451700815558,8.99165059446389,49.0027786951283,47.4534884744636,65.2787883621392,76.7156741762369
"29",29,200000,10382,1973,11.5832944583455,78.945723874828,1,2.59124833003375,50.9121420649412,2,79.5026594785112,106.618674141501,28.1441447552164,12.07984244564,46.5829167349271,35.7866422852226,3.03036536605516,24.241023198262,26.7364714906316,65.9826351138565,18.173427164888,5.72513048227665,57.0282057451297,61.8204928713549,57.8956632772544,56.3169113025429
"30",30,450000,15431,2005,9.30647810099923,16.7730746232343,1,4.56831645534725,51.5826059406939,2,-9,109.548556931029,39.0491069008353,12.8544016210757,NA,40.9256499187213,3.98012463512617,8.48409202109514,19.3376293787929,35.5615338889108,25.0998515907036,7.70027782565089,45.5698847612641,53.6643067649429,43.3000429383309,92.4233858899636
"31",31,91300,5784,1938,6.56170420071072,61.2196841765459,1,6.3309970331367,49.8494135177823,1,69.9987680341182,128.820617503609,34.175954766152,16.2744510824151,NA,999,3.64596949766216,27.8169533746001,18.9456667244665,54.248650397892,29.4134450958637,4.6724708293863,57.8848736560034,51.0670650747348,67.870644540527,60.2843773722606
"32",32,173500,7697,2007,8.01626207542067,32.7898847157652,1,5.79309327500387,48.2567244188384,2,77.4424650204809,110.814721759065,32.169923709031,15.9985591108589,NA,999,6.48788837442112,25.6263288322728,24.1769502155738,77.0384736745268,33.5720030447582,19.193099518937,49.0934068874891,62.7972580633194,58.1014340082069,61.2895907344302
"33",33,199500,18494,2005,9.63830501813199,87.4019209276899,1,2.35257843087848,50.4523771868955,2,86.6329077358522,127.389287026145,31.7807742907518,14.5051861466887,NA,999,2.95281438189628,26.7369979781393,29.4239829832733,68.2283649692239,25.0840252985084,10.359094017074,47.1558948339634,69.3937796730434,54.7793316671128,73.1987693161696
"34",34,207000,13053,1923,8.64599614778301,0.485555707103559,1,1.32904466094381,46.7959410614158,2,89.6573837757449,115.417096446318,31.3366430974952,17.6563761442632,52.3993812852026,41.4304331961522,3.59359407424654,8.55476876605832,25.225657254794,41.8963688568731,46.3992415446308,4.63616183278264,57.8054589993386,69.1797301015113,73.4956613498752,82.7460735533923
"35",35,155000,7931,1960,11.4269486482055,3.16487134017379,1,3.75198700925985,45.8061154315974,1,71.1515745173424,95.6785050625596,25.2041323403062,12.2498443258594,43.8526386344914,999,5.42229170257011,23.5971001076209,30.0866519637159,71.1848703054321,32.1897469061842,10.4602389676181,48.4507523651672,59.3389746688903,54.5566002872538,72.8989835840212
"36",36,220000,11896,2008,9.41989535033387,52.5568716219827,1,2.6694128513028,53.3969528203444,2,77.6769916505373,103.928777707662,40.5702279019323,12.5896964662586,50.5246929258968,999,4.43080235423008,23.0414570159696,22.5420072177547,62.8934138652689,35.6149406362136,12.1883333399296,45.1880962871297,50.5292597348698,52.3743712383296,77.4722411358725
"37",37,196000,9272,1999,7.10707555415854,4.60879787726953,1,3.86965706061268,46.9223752135115,1,76.1623276435251,105.948597699387,27.9777574864982,13.9140548985038,40.7536578087862,42.4732426898008,4.80158809727611,22.8469536394955,20.1539049550409,65.1911991122088,34.3894565610275,12.9306004571658,47.3401809464344,52.0477971347333,68.1364377122731,73.1929280318396
"38",38,61500,7830,1921,9.70148411075361,34.4910155039458,1,3.22363217526835,39.225436852256,1,-99,106.246887427599,31.0468663572314,-999,NA,38.8205565625427,3.14648579133659,13.4130159187902,20.0573365292895,42.4747315073668,34.185057290671,5.0518197926661,45.7126162511525,50.4265613476958,46.522058830155,65.2201323214945
"39",39,195000,12046,1976,9.7663086062287,92.9819124083613,1,5.03027886388753,33.5393067793754,1,-99,89.7917293888502,30.5205605986877,-999,NA,36.3563113120707,4.49385890999686,26.937397026094,18.3239009761915,61.9563110410011,29.469554692856,10.1301349401889,52.360990872026,60.6056798210192,69.5939590218006,77.8848044567589
"40",40,129250,7150,1966,9.57323936466011,74.1309794090778,1,2.53855366217764,53.9953823377143,2,85.7382668287185,105.718317210286,37.5776098089744,13.7313518468993,NA,999,2.71952872286847,21.3037853262759,28.6136734668039,73.5075628145104,39.7935589258096,10.043799439162,41.149971464283,41.1409421462643,42.4149971941752,52.9766235743519
"41",41,291000,11000,2000,9.92865477552985,65.7832606367934,1,3.21758751421522,42.9416447156505,1,81.5103394773261,142.146649983621,NA,12.2706092345319,NA,46.7376436620892,3.3403298974129,24.8642271296815,19.9242604493691,60.222467190639,25.2202071474295,8.34584338019489,55.7558483590509,66.9689735206014,63.8828131328462,64.6791074110391
"42",42,134000,9187,1983,7.18776686044608,69.594320306272,1,2.79192576333011,48.5557199788274,1,70.3050232489909,118.186300087978,25.9694161172124,-999,NA,999,3.12611792007428,14.154420845783,20.8906716045398,41.0948754882618,23.8624035836986,6.67190636261476,52.0805733539608,34.0319277432022,57.5478283277456,63.8669102225291
"43",43,186000,11355,1958,12.6227046483245,10.6910064737314,1,3.87899117656659,49.3442843153911,2,-9,9999,37.8089535986665,13.1592277786124,NA,999,2.895506846815,22.8758078673692,28.5857092967666,64.6647732187104,24.175883142268,6.44897021313902,42.0817756827872,52.5078611306705,50.0834605413444,64.7797393698725
"44",44,133500,8638,1963,11.2535232436761,70.2222171019362,1,4.33448860112274,42.3369419405034,2,83.1511558286094,101.781962115961,31.8879418079547,12.8038944197081,58.9623727903242,37.255877793236,4.5107072499162,12.003728593211,15.322611275291,39.903682669125,26.773608311423,7.55618657958305,57.1889772622824,64.3890512591132,64.4773002680018,66.2768191357549
"45",45,148000,10800,1895,8.23931314847065,99.5041233133849,1,5.93476098925267,37.5586043861024,1,84.6995305266455,101.271083167558,31.8195909240582,-999,44.7265992619856,999,4.54824665590488,17.380438200804,19.2428779781441,51.8973086531886,21.0396753736788,7.53668868773107,62.3507785462249,67.1874234981818,69.6449240002078,38.3081018110353
"46",46,325300,14215,2005,14.1683441842228,38.2112756137879,1,3.00333835496532,53.2145195603903,2,89.8962930696038,9999,27.6221602896857,16.5223282296344,58.4410755625616,44.8733847277731,4.18236210730686,16.6284724022761,19.2494237063018,49.5458101719362,29.487952247553,8.48781419460292,57.6731960142923,50.0678285220095,66.4692574735028,47.750732553909
"47",47,215000,11796,2004,9.73302600680056,99.9132303464715,1,3.80443954174658,45.602461912737,2,81.8911483741327,107.826590827256,26.0487761254403,14.5494634197058,NA,38.3458727177114,3.49156588094945,16.4217683021302,22.6742863915406,54.4810124228268,23.7666328256778,7.60916608523074,52.8566344012826,51.4302396018212,49.2006906271586,58.279838149493
"48",48,131000,11409,1949,14.7620201207258,67.4271882718459,1,2.48049464415462,52.285217318328,2,-99,118.47825546938,27.7917199507151,13.1557156222912,60.7391670541438,35.8623652323431,3.31633303280258,20.2353145696602,26.7801485748047,65.542901639939,24.9373397769266,9.07845058022036,55.6597088246863,52.7546469208197,45.0752280948536,63.5854430833315
"49",49,109500,4485,1920,10.7029918449229,1.30620315511301,1,5.39998231735713,44.4684227619482,2,90.671852690135,9999,34.1564144192379,15.7838780288743,53.9860709181608,999,3.41876901383327,14.5121907285876,22.1237236038724,43.4787048230896,40.0680175571052,1.69540804349908,48.6447592480018,36.6550657526553,56.9542193480998,94.9387686517541
"50",50,110000,10440,1910,9.10462950685245,0.0344506494771614,1,3.803733487214,44.3914370685567,2,85.692686352844,9999,38.6054063390449,14.3497468014525,39.6878570636498,39.1263341603922,5.90639882631666,31.0085825434378,19.1977499380683,71.8217160494153,27.955765071536,14.0802878885801,58.155882326737,58.5813893969139,60.6233963292746,55.2949515609275
"51",51,150000,10890,1923,6.61020812650427,18.9355180691907,1,3.88790163230566,41.8947583012994,2,78.6132286026383,92.8463629404029,29.1941537603667,12.2234497679079,52.8545867948079,38.538096646073,4.03175485266244,11.413153497431,26.7582043347394,56.0001520099595,35.9455236020954,6.53817970990572,49.0897971890111,49.6952345164204,49.0716348225991,58.2172522813874
"52",52,193800,3784,2006,11.594624293162,75.1087392150782,1,4.41706238242634,45.7299734107633,1,80.8192619949795,100.942501027024,NA,15.3035639630241,48.8278322040573,37.9032736188053,2.07343188975453,22.8998273250982,29.7190097959393,69.1191397264724,18.6055301507067,12.9801046015471,51.2106091159097,68.2418079602521,67.4366338751199,80.4724800171169
"53",53,178000,12090,1984,11.5808446794487,22.7612593165263,1,5.60016731233631,45.9626282864703,1,71.5780759326987,107.351732572166,32.2957228761135,14.4084053025659,54.8846013173623,39.0251303330232,3.1208817647383,20.3626663092723,30.2530724124178,68.2186626342987,32.2824402981095,9.41677497985314,50.0014715251714,53.9788422471665,81.3343222536402,48.3425134858497
"54",54,179600,8500,2004,9.39957153220572,87.1285814436712,1,3.02506697561875,41.5561282255146,2,81.9373404222916,74.077445332858,24.7793706408069,16.5747615112813,NA,999,3.42497018922468,27.0571233650705,21.3597594554602,61.6490556760565,24.390787001091,6.78026762529619,50.6841567477616,53.4983004777946,64.7340514773612,56.283220813232
"55",55,179000,10800,1987,9.65998535406373,1.30409778151092,1,4.90511557421258,35.5526897060097,2,90.6373150911585,9999,41.8276984898899,19.1138148698486,53.947597217542,40.0944195930442,4.17348465577428,18.7694400129299,33.4907390501839,71.3780801992644,23.6424760356058,8.18588023979733,57.8867214717028,56.8964139631548,58.1343173856555,68.1448121538196
"56",56,140000,10759,1972,10.6652044583003,2.03808783180472,1,2.73567670568904,48.2345186697687,2,71.8843699123931,114.51208043625,28.5028390677324,12.9013351514067,54.5900049386702,999,4.72164457262736,33.6650169372383,23.7265997771339,76.1930771769082,29.3704379211409,8.12705732316749,47.6481643040511,48.6896094197225,58.6238381680715,55.6211462853723
"57",57,395000,14226,2006,7.430340730962,3.68986817000982,1,3.41469862573291,50.8881298479177,2,77.336336142548,104.786555352314,28.910469811838,14.7315167762572,53.2150933775861,999,4.28450134304088,10.47957708022,7.55872662483847,26.6257971400484,27.5851788235302,3.32832564243493,51.7353442863646,57.0641836420138,70.5624699156104,66.8157977395434
"58",58,151500,10800,1960,13.6000179141547,1.1801275714197,1,3.48126676839515,47.3017848519312,1,75.6789587421042,74.9618566344584,28.8886977017237,12.4209200008172,28.7246605759597,34.2384304994028,2.09267836198729,23.079936772507,25.3020946273896,59.8475397089745,38.9327910733994,13.3013779060609,51.7968745989519,42.5852994491537,45.6532161199455,97.1842688025204
"59",59,341000,10542,1993,9.52438078559849,73.2160546596632,1,1.96956104494378,52.1102741568798,2,80.3612869084024,100.177098027055,34.8857182790797,12.4959820073042,51.138724244083,37.1767108720584,2.63748230809006,22.3605170673811,20.3079826127458,54.3521046127031,37.1107671672037,8.04136593872491,56.3856771385144,50.2565303316475,50.5784332482573,67.1195064912789
"60",60,235000,11949,1991,10.7587823877535,30.4327095761504,1,3.51839585106698,41.0656706999221,1,-99,100.63399478171,27.9073726441935,-999,39.0224023390546,39.8780464018212,4.93284581971802,21.2085664017051,18.8259756103314,54.4537950276379,33.946187956544,11.6884645365463,52.7093470003061,56.6858298271718,59.6556752667295,65.5646637362901
"61",61,72000,8534,1925,8.74126810883763,0.0159457534642216,1,3.64661962789411,41.4362774116585,2,82.1310268256024,9999,30.7627056800505,16.2193362703129,NA,38.1674599057109,3.4391372885195,24.1321455209005,31.1280291909822,72.7051333507685,46.4276997181197,9.27767111562219,48.6839912898986,52.6549759721045,57.6279972205665,79.7066240407722
"62",62,154000,10512,1954,10.966410023424,87.8914763571891,1,3.60996824620219,39.7509810288125,1,78.2207881301957,95.6766738540095,29.8832124062114,-999,43.5722966262288,36.799097379054,3.706380961164,14.3000370836163,15.1003017313393,38.6396288572813,21.755510026456,7.78520955869973,56.8684148064368,46.0741384416245,54.1942690549262,84.8002083050943
"63",63,222000,3830,2008,8.16300373735153,37.0541390056991,1,4.62574791352389,43.6505686696663,2,-9,136.925199134626,33.2047469899489,16.0966310349189,52.5948285031974,43.2290162552182,5.89120352452906,21.1930778987167,25.0912760098126,60.4737824627221,42.3150041188388,14.0523268321639,55.713790351997,56.8079772393556,52.9311744011729,49.6944055026401
"64",64,390000,13418,2006,11.5554940919304,94.8227033001011,1,4.05701368137105,44.0082644308402,1,78.8762501163174,110.89364611607,25.9491883889548,-999,57.7587556150291,40.1274821975518,3.7372958549271,14.2743618766604,16.1355004763308,39.9100740472142,26.7382905585324,6.68725386935487,54.7426837522802,64.4640072196603,68.7310395211056,66.8312000708066
"65",65,128200,10650,1976,8.35871724063266,50.3289495033203,1,4.74939879255216,41.7628213804492,2,81.0742648661549,103.906449738623,35.9336562281381,15.744778387018,60.5907399400173,999,4.92143201773091,21.9944275643309,23.3405466239437,61.0506930344479,26.02012765933,8.42083401708098,48.6382233387332,37.9864141320314,47.604653708545,58.6650409443507
"66",66,615000,12720,2003,7.71856249303503,91.5256809876268,1,3.73007845494321,43.3497683457656,1,-99,86.1370288873131,28.4726386300935,-999,41.0958055592552,32.9069322381144,4.80134160686493,27.2357451850371,24.2342360677798,65.9958080900251,19.0324109524259,11.4106247418204,53.1982891730959,55.9634544891846,58.1584468402867,74.9638825631928
"67",67,158000,12250,1978,11.8593280466006,62.8060456930968,1,5.83705658282507,45.0690627095642,2,87.9363785585764,9999,32.1695419395892,18.6439003699937,63.4397438612164,40.6386705011184,2.68065947572313,22.5563239939628,14.0828625360191,57.4608492975553,22.3360724416876,11.1902949495858,39.8407270930409,51.1432593610752,47.7157165609323,68.7028453628949
"68",68,254000,6240,2006,8.43548142051665,97.8121874221173,1,4.21469213707357,56.053403155576,2,85.9885652884912,9999,33.9591836997094,12.139061096478,NA,45.7604722733861,3.85716967785874,15.986112885071,17.571883693141,46.2721367670033,50.3584758913508,1.24332380611884,53.9618982088088,62.1065336886838,62.0131028289132,45.4878039652342
"69",69,169000,9638,1919,9.23595524963291,3.16781095691748,1,4.33710428596364,51.6393795061445,2,82.3115022288592,118.5690849716,32.9587616645991,14.8168438095036,NA,42.8134117605155,3.8782199670334,16.2012153461703,24.6569391333015,53.5163512436129,27.4126591550609,8.00075070326508,54.404184794998,51.4872830777325,60.3867892668873,70.6111263239037
"70",70,284500,9660,1997,10.5114996602084,93.9031864800512,1,3.05011175762372,39.7861206300282,2,76.6800534247669,114.271409079346,38.7805786706044,13.0554829574851,54.0744325186362,36.9177720842399,1.3548721024011,24.5347827790852,28.1227569156951,74.6980119931374,29.9372162237327,19.0028594007667,52.5817009367208,40.2335933357643,62.6922594055056,77.809153165478
"71",71,184500,13300,2004,12.8501636346888,5.72076733309052,1,4.90900221838481,44.639461934114,1,76.535900301792,115.425033092836,30.5132010810442,14.2495186790742,40.309349139354,43.0851499857727,3.84140703258029,20.6057535394108,26.3690351214871,60.8329028037635,21.1144393316942,6.25819416154887,62.0127136054408,61.6623821236413,79.1248085393987,46.6272037109029
"72",72,210400,9000,2006,11.3479339644422,97.1364620487459,1,5.84116174700358,51.6384989299481,2,82.7759355122221,150.636953892514,29.0138274557874,12.4145403224577,50.2978122516196,999,3.49658514274635,10.7095904801275,34.979344887762,60.3219804365278,28.9330799236171,8.14907930785604,56.5938588155914,53.3905752476062,69.1817202825123,64.3624769892191
"73",73,214000,10264,1999,8.38692401849293,88.0564030368559,1,3.95775477081224,50.1179499648343,2,-99,100.651984939489,25.1527901703096,16.6850340667245,54.2514207597394,999,5.43471740542291,20.0209963688135,12.7375292456589,48.3299398323766,11.4234686873044,8.65336133777887,54.5656090003161,63.2063576498714,77.1255739534958,62.3934980558538
"74",74,392500,5587,2008,10.1999749396869,97.9655037499802,1,2.81408555534805,39.0882748350226,2,87.2116269576921,98.1227755443363,29.3870098924489,11.3677125260483,46.1415710526568,47.0086554517502,5.20073319138171,17.3484301300734,18.9540972918314,54.9028541918902,19.8451187313325,14.0057538143448,47.3426527364071,49.876795177482,51.1165995311528,79.0986551199807
"75",75,274725,23257,2006,11.9804464866985,91.7758680100982,1,8.55554152233459,34.922390047586,1,76.6408331484596,94.4067549032362,32.4471327255658,-999,NA,38.3600088531844,4.4651022536421,20.6903555672162,22.5753868928645,54.9602044140144,21.9845081130107,6.81505346580054,56.6125872505229,67.1274255218402,70.8867721576562,82.1503927517012
"76",76,156932,8499,2006,7.78600584329522,3.43994405499138,1,3.1959273439117,49.0512532249339,2,79.2979023859569,86.9777313612114,25.1327900793948,17.8415004184233,48.6331262467673,999,2.86745471351425,25.8462031345847,29.316865583037,70.7550966284725,24.7048272984949,9.71890459329571,50.322443938204,55.0962374786654,54.0763048360825,73.4019687165277
"77",77,282922,15256,2007,9.78180815634479,2.13811570861752,1,3.86758239057132,48.3351332064855,2,-9,111.815675633025,38.6171887421935,18.6987996296241,52.2926759488366,999,4.05560957769939,20.8599684832719,24.7573465693732,62.1264300349253,25.8187310421506,7.26382393672472,50.2809941226094,47.0211258079434,51.1510091748161,89.3280653529971
"78",78,144000,8850,1916,11.5341538857859,11.3637328581539,1,3.11677763559083,43.6452196960576,2,82.7231410108212,79.7715782095621,26.7217315639562,15.4220741654303,46.8529913057622,39.9941422720737,3.69248114042913,21.9633598052797,21.3328970453022,57.0177804575618,29.1157363845193,3.76788310865295,48.8837806970332,64.6707508887275,69.1277498650714,43.7876255469698
"79",79,88000,1680,1971,12.2577839546328,74.314405773672,1,5.74199648967799,51.3079148845061,2,-9,9999,28.5844186602816,18.7565290882863,48.6026887049414,40.1628311088032,4.4560743231055,13.5258191673742,24.9677531072805,58.9575140728257,36.5304186927014,8.81337604047788,44.0199478797362,40.9866578303238,63.4924783648995,73.0956829820585
"80",80,67500,9800,1920,5.77725126940051,35.9967922876752,1,2.27370077649945,44.8789223026414,2,80.6679408048142,101.961432390891,40.8615655754278,12.6338175713048,62.8186374103718,34.2597271364075,3.69467394803718,10.5985039150517,23.5380507981626,43.5566625190301,28.9570986875149,6.35678072485848,48.0086826123603,34.7464413664873,43.4442486006047,79.7300942731294
"81",81,148000,11080,1975,12.7918114170876,0.209508363214753,1,5.02037382708448,41.2657784763339,2,91.6478510744089,112.777085241851,31.3912938257629,13.3210185316796,NA,999,3.30887622342986,10.0666138775158,16.932670180626,34.538355791055,21.2076871089265,6.60998682993001,55.6677369803788,57.5408064744666,62.2703455775579,51.5358006932494
